"","subject","task","block","display","screen","rt","response","correct","correctResponse","T1.pie","T1.reward","T1.fractalInfo","T1.fractalOut","trial"
"263","2",1,"L","T1Trial","Outcome","552.3","left",1,"left","pie13.png",0,"f3.png","f6.png",119
"264","2",1,"L","T1Trial","Outcome","504.6","right",1,"right","pie23.png",1,"f0.png","f0.png",120
"265","2",1,"L","T1Trial","Outcome","663","right",1,"right","pie23.png",1,"f0.png","f0.png",121
"266","2",1,"L","T1Trial","Outcome","511.6","left",1,"left","pie23.png",1,"f0.png","f0.png",122
"267","2",1,"L","T1Trial","Outcome","645.3","left",1,"left","pie0.png",0,"f0.png","f5.png",123
"268","2",1,"L","T1Trial","Outcome","578.4","right",1,"right","pie13.png",0,"f3.png","f6.png",124
"269","2",1,"L","T1Trial","Outcome","545.9","left",1,"left","pie23.png",1,"f0.png","f0.png",125
"270","2",1,"L","T1Trial","Outcome","632.2","left",1,"left","pie13.png",1,"f3.png","f7.png",126
"271","2",1,"L","T1Trial","Outcome","641.5","right",1,"right","pie13.png",0,"f3.png","f6.png",127
"272","2",1,"L","T1Trial","Outcome","1642.5","right",1,"right","pie0.png",0,"f0.png","f5.png",128
"273","2",1,"L","T1Trial","Outcome","971.2","right",1,"right","pie0.png",0,"f0.png","f5.png",129
"274","2",1,"L","T1Trial","Outcome","892.9","right",1,"right","pie13.png",1,"f3.png","f7.png",130
"275","2",1,"L","T1Trial","Outcome","762","right",1,"right","pie0.png",0,"f0.png","f5.png",131
"276","2",1,"L","T1Trial","Outcome","817.9","left",1,"left","pie23.png",1,"f0.png","f0.png",132
"277","2",1,"L","T1Trial","Outcome","760.8","right",1,"right","pie0.png",0,"f0.png","f5.png",133
"278","2",1,"L","T1Trial","Outcome","566.7","right",1,"right","pie0.png",0,"f0.png","f5.png",134
"279","2",1,"L","T1Trial","Outcome","620.8","right",1,"right","pie23.png",1,"f0.png","f0.png",135
"280","2",1,"L","T1Trial","Outcome","451.2","right",1,"right","pie0.png",0,"f0.png","f5.png",136
"281","2",1,"L","T1Trial","Outcome","428.3","left",1,"left","pie0.png",0,"f0.png","f5.png",137
"282","2",1,"L","T1Trial","Outcome","569.8","left",1,"left","pie0.png",0,"f0.png","f5.png",138
"283","2",1,"L","T1Trial","Outcome","756.7","right",1,"right","pie13.png",1,"f3.png","f7.png",139
"284","2",1,"L","T1Trial","Outcome","864","right",1,"right","pie13.png",0,"f3.png","f6.png",140
"285","2",1,"L","T1Trial","Outcome","591.6","right",1,"right","pie13.png",0,"f3.png","f6.png",141
"286","2",1,"L","T1Trial","Outcome","1008.5","left",1,"left","pie13.png",0,"f3.png","f6.png",142
"287","2",1,"L","T1Trial","Outcome","598.2","right",1,"right","pie0.png",0,"f0.png","f5.png",143
"288","2",1,"L","T1Trial","Outcome","601.3","right",1,"right","pie0.png",0,"f0.png","f5.png",144
"289","3",1,"L","T1Trial","Outcome","837.7","right",1,"right","pie13.png",1,"f1.png","f5.png",1
"290","3",1,"L","T1Trial","Outcome","704","left",1,"left","pie13.png",0,"f1.png","f4.png",2
"291","3",1,"L","T1Trial","Outcome","629.1","left",1,"left","pie23.png",1,"f0.png","f0.png",3
"292","3",1,"L","T1Trial","Outcome","557.4","left",1,"left","pie23.png",1,"f0.png","f0.png",4
"293","3",1,"L","T1Trial","Outcome","522.9","left",1,"left","pie0.png",0,"f0.png","f7.png",5
"294","3",1,"L","T1Trial","Outcome","552.4","right",1,"right","pie0.png",0,"f0.png","f7.png",6
"295","3",1,"L","T1Trial","Outcome","667","left",1,"left","pie23.png",1,"f0.png","f0.png",7
"296","3",1,"L","T1Trial","Outcome","511.9","right",1,"right","pie13.png",0,"f1.png","f4.png",8
"297","3",1,"L","T1Trial","Outcome","633.5","left",1,"left","pie23.png",0,"f0.png","f0.png",9
"298","3",1,"L","T1Trial","Outcome","517","right",1,"right","pie0.png",0,"f0.png","f7.png",10
"299","3",1,"L","T1Trial","Outcome","650.1","left",1,"left","pie13.png",1,"f1.png","f5.png",11
"300","3",1,"L","T1Trial","Outcome","580.5","left",1,"left","pie23.png",1,"f0.png","f0.png",12
"301","3",1,"L","T1Trial","Outcome","653.6","right",1,"right","pie13.png",0,"f1.png","f4.png",13
"302","3",1,"L","T1Trial","Outcome","456","left",1,"left","pie0.png",0,"f0.png","f7.png",14
"303","3",1,"L","T1Trial","Outcome","627.7","left",1,"left","pie13.png",0,"f1.png","f4.png",15
"304","3",1,"L","T1Trial","Outcome","520.5","left",1,"left","pie23.png",1,"f0.png","f0.png",16
"305","3",1,"L","T1Trial","Outcome","545.4","left",1,"left","pie23.png",0,"f0.png","f0.png",17
"306","3",1,"L","T1Trial","Outcome","580.9","left",1,"left","pie13.png",0,"f1.png","f4.png",18
"307","3",1,"L","T1Trial","Outcome","538","left",1,"left","pie13.png",1,"f1.png","f5.png",19
"308","3",1,"L","T1Trial","Outcome","654.2","right",1,"right","pie13.png",0,"f1.png","f4.png",20
"309","3",1,"L","T1Trial","Outcome","580.9","left",1,"left","pie0.png",0,"f0.png","f7.png",21
"310","3",1,"L","T1Trial","Outcome","473.3","left",1,"left","pie13.png",0,"f1.png","f4.png",22
"311","3",1,"L","T1Trial","Outcome","535.6","right",1,"right","pie13.png",0,"f1.png","f4.png",23
"312","3",1,"L","T1Trial","Outcome","455.3","right",1,"right","pie0.png",0,"f0.png","f7.png",24
"313","3",1,"L","T1Trial","Outcome","583.6","right",1,"right","pie0.png",0,"f0.png","f7.png",25
"314","3",1,"L","T1Trial","Outcome","546.3","left",1,"left","pie23.png",1,"f0.png","f0.png",26
"315","3",1,"L","T1Trial","Outcome","621.8","right",1,"right","pie23.png",1,"f0.png","f0.png",27
"316","3",1,"L","T1Trial","Outcome","582.6","left",1,"left","pie23.png",1,"f0.png","f0.png",28
"317","3",1,"L","T1Trial","Outcome","578.7","right",1,"right","pie23.png",1,"f0.png","f0.png",29
"318","3",1,"L","T1Trial","Outcome","634.1","left",1,"left","pie23.png",1,"f0.png","f0.png",30
"319","3",1,"L","T1Trial","Outcome","679.3","left",1,"left","pie0.png",0,"f0.png","f7.png",31
"320","3",1,"L","T1Trial","Outcome","645.2","right",1,"right","pie0.png",0,"f0.png","f7.png",32
"321","3",1,"L","T1Trial","Outcome","665.8","right",1,"right","pie0.png",0,"f0.png","f7.png",33
"322","3",1,"L","T1Trial","Outcome","570.4","right",1,"right","pie0.png",0,"f0.png","f7.png",34
"323","3",1,"L","T1Trial","Outcome","544.6","left",1,"left","pie23.png",0,"f0.png","f0.png",35
"324","3",1,"L","T1Trial","Outcome","546.8","left",1,"left","pie0.png",0,"f0.png","f7.png",36
"325","3",1,"L","T1Trial","Outcome","505.7","left",1,"left","pie0.png",0,"f0.png","f7.png",37
"326","3",1,"L","T1Trial","Outcome","533","left",1,"left","pie13.png",0,"f1.png","f4.png",38
"327","3",1,"L","T1Trial","Outcome","520.9","left",1,"left","pie0.png",0,"f0.png","f7.png",39
"328","3",1,"L","T1Trial","Outcome","641.9","left",1,"left","pie23.png",1,"f0.png","f0.png",40
"329","3",1,"L","T1Trial","Outcome","479","right",1,"right","pie23.png",0,"f0.png","f0.png",41
"330","3",1,"L","T1Trial","Outcome","509.1","right",1,"right","pie0.png",0,"f0.png","f7.png",42
"331","3",1,"L","T1Trial","Outcome","552.4","left",1,"left","pie13.png",0,"f1.png","f4.png",43
"332","3",1,"L","T1Trial","Outcome","544.6","left",1,"left","pie13.png",0,"f1.png","f4.png",44
"333","3",1,"L","T1Trial","Outcome","626.2","left",1,"left","pie13.png",1,"f1.png","f5.png",45
"334","3",1,"L","T1Trial","Outcome","504.3","right",1,"right","pie0.png",0,"f0.png","f7.png",46
"335","3",1,"L","T1Trial","Outcome","624.6","left",1,"left","pie23.png",0,"f0.png","f0.png",47
"336","3",1,"L","T1Trial","Outcome","612.4","right",1,"right","pie0.png",0,"f0.png","f7.png",48
"337","3",1,"L","T1Trial","Outcome","602.5","left",1,"left","pie23.png",1,"f0.png","f0.png",49
"338","3",1,"L","T1Trial","Outcome","499.9","left",1,"left","pie23.png",1,"f0.png","f0.png",50
"339","3",1,"L","T1Trial","Outcome","545","left",1,"left","pie0.png",0,"f0.png","f7.png",51
"340","3",1,"L","T1Trial","Outcome","566.8","right",1,"right","pie13.png",1,"f1.png","f5.png",52
"341","3",1,"L","T1Trial","Outcome","492.1","left",1,"left","pie13.png",0,"f1.png","f4.png",53
"342","3",1,"L","T1Trial","Outcome","542.7","left",1,"left","pie13.png",0,"f1.png","f4.png",54
"343","3",1,"L","T1Trial","Outcome","516.8","right",1,"right","pie23.png",0,"f0.png","f0.png",55
"344","3",1,"L","T1Trial","Outcome","474.1","left",1,"left","pie0.png",0,"f0.png","f7.png",56
"345","3",1,"L","T1Trial","Outcome","534.6","left",1,"left","pie23.png",0,"f0.png","f0.png",57
"346","3",1,"L","T1Trial","Outcome","643.4","left",1,"left","pie23.png",1,"f0.png","f0.png",58
"347","3",1,"L","T1Trial","Outcome","619.4","right",1,"right","pie23.png",1,"f0.png","f0.png",59
"348","3",1,"L","T1Trial","Outcome","562.4","left",1,"left","pie0.png",0,"f0.png","f7.png",60
"349","3",1,"L","T1Trial","Outcome","586.4","left",1,"left","pie23.png",1,"f0.png","f0.png",61
"350","3",1,"L","T1Trial","Outcome","485","left",1,"left","pie0.png",0,"f0.png","f7.png",62
"351","3",1,"L","T1Trial","Outcome","487.6","left",1,"left","pie0.png",0,"f0.png","f7.png",63
"352","3",1,"L","T1Trial","Outcome","518.9","left",1,"left","pie13.png",1,"f1.png","f5.png",64
"353","3",1,"L","T1Trial","Outcome","516.3","left",1,"left","pie23.png",0,"f0.png","f0.png",65
"354","3",1,"L","T1Trial","Outcome","685.6","right",1,"right","pie13.png",1,"f1.png","f5.png",66
"355","3",1,"L","T1Trial","Outcome","655.9","right",1,"right","pie13.png",0,"f1.png","f4.png",67
"356","3",1,"L","T1Trial","Outcome","530","left",1,"left","pie0.png",0,"f0.png","f7.png",68
"357","3",1,"L","T1Trial","Outcome","618.5","left",1,"left","pie0.png",0,"f0.png","f7.png",69
"358","3",1,"L","T1Trial","Outcome","595.9","right",1,"right","pie13.png",1,"f1.png","f5.png",70
"359","3",1,"L","T1Trial","Outcome","614.2","right",1,"right","pie13.png",0,"f1.png","f4.png",71
"360","3",1,"L","T1Trial","Outcome","631.9","left",1,"left","pie13.png",0,"f1.png","f4.png",72
"361","3",1,"H","T1Trial","Outcome","746.1","left",1,"left","pie1.png",1,"f2.png","f6.png",73
"362","3",1,"H","T1Trial","Outcome","542.6","left",1,"left","pie23.png",1,"f0.png","f0.png",74
"363","3",1,"H","T1Trial","Outcome","656.7","right",1,"right","pie13.png",0,"f3.png","f4.png",75
"364","3",1,"H","T1Trial","Outcome","592.4","right",1,"right","pie23.png",1,"f0.png","f0.png",76
"365","3",1,"H","T1Trial","Outcome","518","left",1,"left","pie23.png",1,"f0.png","f0.png",77
"366","3",1,"H","T1Trial","Outcome","582.3","right",1,"right","pie1.png",1,"f2.png","f6.png",78
"367","3",1,"H","T1Trial","Outcome","520.2","left",1,"left","pie13.png",1,"f3.png","f5.png",79
"368","3",1,"H","T1Trial","Outcome","582.3","left",1,"left","pie23.png",0,"f0.png","f0.png",80
"369","3",1,"H","T1Trial","Outcome","510.7","left",1,"left","pie1.png",1,"f2.png","f6.png",81
"370","3",1,"H","T1Trial","Outcome","568.3","right",1,"right","pie13.png",1,"f3.png","f5.png",82
"371","3",1,"H","T1Trial","Outcome","590.4","right",1,"right","pie23.png",0,"f0.png","f0.png",83
"372","3",1,"H","T1Trial","Outcome","550.5","left",1,"left","pie1.png",1,"f2.png","f6.png",84
"373","3",1,"H","T1Trial","Outcome","576.3","left",1,"left","pie13.png",0,"f3.png","f4.png",85
"374","3",1,"H","T1Trial","Outcome","539.6","right",1,"right","pie13.png",0,"f3.png","f4.png",86
"375","3",1,"H","T1Trial","Outcome","561.7","left",1,"left","pie13.png",0,"f3.png","f4.png",87
"376","3",1,"H","T1Trial","Outcome","510.3","right",1,"right","pie23.png",1,"f0.png","f0.png",88
"377","3",1,"H","T1Trial","Outcome","506.6","right",1,"right","pie1.png",1,"f2.png","f6.png",89
"378","3",1,"H","T1Trial","Outcome","510.5","left",1,"left","pie13.png",1,"f3.png","f5.png",90
"379","3",1,"H","T1Trial","Outcome","434.4","left",1,"left","pie13.png",0,"f3.png","f4.png",91
"380","3",1,"H","T1Trial","Outcome","604.5","right",1,"right","pie23.png",1,"f0.png","f0.png",92
"381","3",1,"H","T1Trial","Outcome","528.5","right",1,"right","pie13.png",0,"f3.png","f4.png",93
"382","3",1,"H","T1Trial","Outcome","577.9","right",1,"right","pie1.png",1,"f2.png","f6.png",94
"383","3",1,"H","T1Trial","Outcome","483","left",1,"left","pie13.png",0,"f3.png","f4.png",95
"384","3",1,"H","T1Trial","Outcome","489.7","right",1,"right","pie23.png",0,"f0.png","f0.png",96
"385","3",1,"H","T1Trial","Outcome","669.1","right",1,"right","pie23.png",1,"f0.png","f0.png",97
"386","3",1,"H","T1Trial","Outcome","624.8","left",1,"left","pie23.png",1,"f0.png","f0.png",98
"387","3",1,"H","T1Trial","Outcome","547.5","left",1,"left","pie1.png",1,"f2.png","f6.png",99
"388","3",1,"H","T1Trial","Outcome","501.1","right",1,"right","pie13.png",1,"f3.png","f5.png",100
"389","3",1,"H","T1Trial","Outcome","588.4","left",1,"left","pie23.png",1,"f0.png","f0.png",101
"390","3",1,"H","T1Trial","Outcome","765.8","left",1,"left","pie13.png",0,"f3.png","f4.png",102
"391","3",1,"H","T1Trial","Outcome","585.1","right",1,"right","pie13.png",1,"f3.png","f5.png",103
"392","3",1,"H","T1Trial","Outcome","521.8","right",1,"right","pie13.png",0,"f3.png","f4.png",104
"393","3",1,"H","T1Trial","Outcome","529.4","right",1,"right","pie1.png",1,"f2.png","f6.png",105
"394","3",1,"H","T1Trial","Outcome","516","right",1,"right","pie23.png",1,"f0.png","f0.png",106
"395","3",1,"H","T1Trial","Outcome","493","right",1,"right","pie1.png",1,"f2.png","f6.png",107
"396","3",1,"H","T1Trial","Outcome","582.6","right",1,"right","pie1.png",1,"f2.png","f6.png",108
"397","3",1,"H","T1Trial","Outcome","517.7","right",1,"right","pie1.png",1,"f2.png","f6.png",109
"398","3",1,"H","T1Trial","Outcome","484.6","right",1,"right","pie1.png",1,"f2.png","f6.png",110
"399","3",1,"H","T1Trial","Outcome","513.1","left",1,"left","pie1.png",1,"f2.png","f6.png",111
"400","3",1,"H","T1Trial","Outcome","498.6","left",1,"left","pie1.png",1,"f2.png","f6.png",112
"401","3",1,"H","T1Trial","Outcome","470.5","left",1,"left","pie13.png",1,"f3.png","f5.png",113
"402","3",1,"H","T1Trial","Outcome","513.6","left",1,"left","pie13.png",0,"f3.png","f4.png",114
"403","3",1,"H","T1Trial","Outcome","740.7","right",1,"right","pie23.png",0,"f0.png","f0.png",115
"404","3",1,"H","T1Trial","Outcome","587.3","right",1,"right","pie23.png",1,"f0.png","f0.png",116
"405","3",1,"H","T1Trial","Outcome","530.2","left",1,"left","pie23.png",0,"f0.png","f0.png",117
"406","3",1,"H","T1Trial","Outcome","450.6","left",1,"left","pie23.png",1,"f0.png","f0.png",118
"407","3",1,"H","T1Trial","Outcome","475.8","left",1,"left","pie13.png",0,"f3.png","f4.png",119
"408","3",1,"H","T1Trial","Outcome","508.3","left",1,"left","pie13.png",0,"f3.png","f4.png",120
"409","3",1,"H","T1Trial","Outcome","468.6","left",1,"left","pie1.png",1,"f2.png","f6.png",121
"410","3",1,"H","T1Trial","Outcome","503.5","right",1,"right","pie23.png",1,"f0.png","f0.png",122
"411","3",1,"H","T1Trial","Outcome","569.1","right",1,"right","pie1.png",1,"f2.png","f6.png",123
"412","3",1,"H","T1Trial","Outcome","502.1","left",1,"left","pie1.png",1,"f2.png","f6.png",124
"413","3",1,"H","T1Trial","Outcome","435.6","left",1,"left","pie23.png",1,"f0.png","f0.png",125
"414","3",1,"H","T1Trial","Outcome","551.9","left",1,"left","pie13.png",0,"f3.png","f4.png",126
"415","3",1,"H","T1Trial","Outcome","677.3","right",1,"right","pie23.png",1,"f0.png","f0.png",127
"416","3",1,"H","T1Trial","Outcome","638.6","right",1,"right","pie23.png",0,"f0.png","f0.png",128
"417","3",1,"H","T1Trial","Outcome","661","left",1,"left","pie1.png",1,"f2.png","f6.png",129
"418","3",1,"H","T1Trial","Outcome","561.4","right",1,"right","pie23.png",0,"f0.png","f0.png",130
"419","3",1,"H","T1Trial","Outcome","662.9","right",1,"right","pie13.png",0,"f3.png","f4.png",131
"420","3",1,"H","T1Trial","Outcome","655.5","right",1,"right","pie13.png",0,"f3.png","f4.png",132
"421","3",1,"H","T1Trial","Outcome","785.2","right",1,"right","pie1.png",1,"f2.png","f6.png",133
"422","3",1,"H","T1Trial","Outcome","581.1","left",1,"left","pie1.png",1,"f2.png","f6.png",134
"423","3",1,"H","T1Trial","Outcome","578.8","left",1,"left","pie23.png",0,"f0.png","f0.png",135
"424","3",1,"H","T1Trial","Outcome","540.7","right",1,"right","pie23.png",1,"f0.png","f0.png",136
"425","3",1,"H","T1Trial","Outcome","536.9","left",1,"left","pie23.png",1,"f0.png","f0.png",137
"426","3",1,"H","T1Trial","Outcome","564.7","right",1,"right","pie1.png",1,"f2.png","f6.png",138
"427","3",1,"H","T1Trial","Outcome","528.8","left",1,"left","pie1.png",1,"f2.png","f6.png",139
"428","3",1,"H","T1Trial","Outcome","535.8","right",1,"right","pie13.png",0,"f3.png","f4.png",140
"429","3",1,"H","T1Trial","Outcome","590","left",1,"left","pie13.png",1,"f3.png","f5.png",141
"430","3",1,"H","T1Trial","Outcome","582","right",1,"right","pie1.png",1,"f2.png","f6.png",142
"431","3",1,"H","T1Trial","Outcome","537.5","right",1,"right","pie1.png",1,"f2.png","f6.png",143
"432","3",1,"H","T1Trial","Outcome","585.3","left",1,"left","pie13.png",1,"f3.png","f5.png",144
"433","4",1,"H","T1Trial","Outcome","527.8","left",1,"left","pie1.png",1,"f3.png","f4.png",1
"434","4",1,"H","T1Trial","Outcome","616.1","right",1,"right","pie13.png",1,"f1.png","f5.png",2
"435","4",1,"H","T1Trial","Outcome","540.1","right",1,"right","pie13.png",0,"f1.png","f6.png",3
"436","4",1,"H","T1Trial","Outcome","553.9","right",1,"right","pie13.png",1,"f1.png","f5.png",4
"437","4",1,"H","T1Trial","Outcome","560.2","right",1,"right","pie13.png",1,"f1.png","f5.png",5
"438","4",1,"H","T1Trial","Outcome","535.1","right",1,"right","pie1.png",1,"f3.png","f4.png",6
"439","4",1,"H","T1Trial","Outcome","664.9","right",1,"right","pie1.png",1,"f3.png","f4.png",7
"440","4",1,"H","T1Trial","Outcome","601.5","left",1,"left","pie1.png",1,"f3.png","f4.png",8
"441","4",1,"H","T1Trial","Outcome","746.4","left",1,"left","pie13.png",1,"f1.png","f5.png",9
"442","4",1,"H","T1Trial","Outcome","626.8","left",1,"left","pie1.png",1,"f3.png","f4.png",10
"443","4",1,"H","T1Trial","Outcome","688.2","left",1,"left","pie23.png",1,"f0.png","f0.png",11
"444","4",1,"H","T1Trial","Outcome","751.2","right",1,"right","pie23.png",0,"f0.png","f0.png",12
"445","4",1,"H","T1Trial","Outcome","705.9","right",1,"right","pie23.png",1,"f0.png","f0.png",13
"446","4",1,"H","T1Trial","Outcome","579.6","right",1,"right","pie1.png",1,"f3.png","f4.png",14
"447","4",1,"H","T1Trial","Outcome","648.7","right",1,"right","pie23.png",0,"f0.png","f0.png",15
"448","4",1,"H","T1Trial","Outcome","572.8","left",1,"left","pie23.png",0,"f0.png","f0.png",16
"449","4",1,"H","T1Trial","Outcome","623","right",1,"right","pie13.png",0,"f1.png","f6.png",17
"450","4",1,"H","T1Trial","Outcome","586.6","left",1,"left","pie13.png",1,"f1.png","f5.png",18
"451","4",1,"H","T1Trial","Outcome","598.3","left",1,"left","pie23.png",1,"f0.png","f0.png",19
"452","4",1,"H","T1Trial","Outcome","600.5","right",1,"right","pie1.png",1,"f3.png","f4.png",20
"453","4",1,"H","T1Trial","Outcome","514.2","right",1,"right","pie1.png",1,"f3.png","f4.png",21
"454","4",1,"H","T1Trial","Outcome","498.1","left",1,"left","pie1.png",1,"f3.png","f4.png",22
"455","4",1,"H","T1Trial","Outcome","663.2","right",1,"right","pie13.png",0,"f1.png","f6.png",23
"456","4",1,"H","T1Trial","Outcome","751.6","right",1,"right","pie23.png",0,"f0.png","f0.png",24
"457","4",1,"H","T1Trial","Outcome","511.8","right",1,"right","pie1.png",1,"f3.png","f4.png",25
"458","4",1,"H","T1Trial","Outcome","569.3","left",1,"left","pie13.png",1,"f1.png","f5.png",26
"459","4",1,"H","T1Trial","Outcome","618","left",1,"left","pie1.png",1,"f3.png","f4.png",27
"460","4",1,"H","T1Trial","Outcome","641.1","left",1,"left","pie1.png",1,"f3.png","f4.png",28
"461","4",1,"H","T1Trial","Outcome","603.4","left",1,"left","pie23.png",0,"f0.png","f0.png",29
"462","4",1,"H","T1Trial","Outcome","538.5","left",1,"left","pie13.png",1,"f1.png","f5.png",30
"463","4",1,"H","T1Trial","Outcome","605.3","right",1,"right","pie13.png",0,"f1.png","f6.png",31
"464","4",1,"H","T1Trial","Outcome","563.8","right",1,"right","pie23.png",1,"f0.png","f0.png",32
"465","4",1,"H","T1Trial","Outcome","735.8","left",1,"left","pie23.png",1,"f0.png","f0.png",33
"466","4",1,"H","T1Trial","Outcome","612.1","right",1,"right","pie23.png",1,"f0.png","f0.png",34
"467","4",1,"H","T1Trial","Outcome","486.4","right",1,"right","pie13.png",0,"f1.png","f6.png",35
"468","4",1,"H","T1Trial","Outcome","609.8","right",1,"right","pie13.png",1,"f1.png","f5.png",36
"469","4",1,"H","T1Trial","Outcome","586.4","left",1,"left","pie23.png",1,"f0.png","f0.png",37
"470","4",1,"H","T1Trial","Outcome","492.2","left",1,"left","pie13.png",0,"f1.png","f6.png",38
"471","4",1,"H","T1Trial","Outcome","593.7","left",1,"left","pie23.png",1,"f0.png","f0.png",39
"472","4",1,"H","T1Trial","Outcome","605.8","right",1,"right","pie23.png",0,"f0.png","f0.png",40
"473","4",1,"H","T1Trial","Outcome","563.6","left",1,"left","pie1.png",1,"f3.png","f4.png",41
"474","4",1,"H","T1Trial","Outcome","585.4","right",1,"right","pie13.png",0,"f1.png","f6.png",42
"475","4",1,"H","T1Trial","Outcome","586.6","left",1,"left","pie13.png",0,"f1.png","f6.png",43
"476","4",1,"H","T1Trial","Outcome","716.7","right",1,"right","pie13.png",0,"f1.png","f6.png",44
"477","4",1,"H","T1Trial","Outcome","600.6","left",1,"left","pie13.png",0,"f1.png","f6.png",45
"478","4",1,"H","T1Trial","Outcome","647.7","right",1,"right","pie1.png",1,"f3.png","f4.png",46
"479","4",1,"H","T1Trial","Outcome","602.9","right",1,"right","pie13.png",0,"f1.png","f6.png",47
"480","4",1,"H","T1Trial","Outcome","822.9","left",1,"left","pie1.png",1,"f3.png","f4.png",48
"481","4",1,"H","T1Trial","Outcome","558","right",1,"right","pie23.png",1,"f0.png","f0.png",49
"482","4",1,"H","T1Trial","Outcome","505.5","right",1,"right","pie1.png",1,"f3.png","f4.png",50
"483","4",1,"H","T1Trial","Outcome","607.8","right",1,"right","pie13.png",0,"f1.png","f6.png",51
"484","4",1,"H","T1Trial","Outcome","466.1","right",1,"right","pie1.png",1,"f3.png","f4.png",52
"485","4",1,"H","T1Trial","Outcome","541.2","left",1,"left","pie1.png",1,"f3.png","f4.png",53
"486","4",1,"H","T1Trial","Outcome","662.1","left",1,"left","pie23.png",0,"f0.png","f0.png",54
"487","4",1,"H","T1Trial","Outcome","561.4","right",1,"right","pie13.png",0,"f1.png","f6.png",55
"488","4",1,"H","T1Trial","Outcome","626.8","left",1,"left","pie23.png",0,"f0.png","f0.png",56
"489","4",1,"H","T1Trial","Outcome","532.4","right",1,"right","pie1.png",1,"f3.png","f4.png",57
"490","4",1,"H","T1Trial","Outcome","541.1","right",1,"right","pie23.png",1,"f0.png","f0.png",58
"491","4",1,"H","T1Trial","Outcome","599.3","right",1,"right","pie23.png",1,"f0.png","f0.png",59
"492","4",1,"H","T1Trial","Outcome","619.8","left",1,"left","pie1.png",1,"f3.png","f4.png",60
"493","4",1,"H","T1Trial","Outcome","668.5","right",1,"right","pie23.png",1,"f0.png","f0.png",61
"494","4",1,"H","T1Trial","Outcome","664.6","left",1,"left","pie1.png",1,"f3.png","f4.png",62
"495","4",1,"H","T1Trial","Outcome","704.3","right",1,"right","pie1.png",1,"f3.png","f4.png",63
"496","4",1,"H","T1Trial","Outcome","702.4","right",1,"right","pie23.png",1,"f0.png","f0.png",64
"497","4",1,"H","T1Trial","Outcome","634.9","right",1,"right","pie13.png",0,"f1.png","f6.png",65
"498","4",1,"H","T1Trial","Outcome","554.8","right",1,"right","pie23.png",1,"f0.png","f0.png",66
"499","4",1,"H","T1Trial","Outcome","626.2","left",1,"left","pie23.png",1,"f0.png","f0.png",67
"500","4",1,"H","T1Trial","Outcome","589.2","left",1,"left","pie23.png",1,"f0.png","f0.png",68
"501","4",1,"H","T1Trial","Outcome","622.4","right",1,"right","pie13.png",0,"f1.png","f6.png",69
"502","4",1,"H","T1Trial","Outcome","584.7","left",1,"left","pie1.png",1,"f3.png","f4.png",70
"503","4",1,"H","T1Trial","Outcome","626.9","right",1,"right","pie1.png",1,"f3.png","f4.png",71
"504","4",1,"H","T1Trial","Outcome","584.7","right",1,"right","pie13.png",0,"f1.png","f6.png",72
"505","4",1,"L","T1Trial","Outcome","436.1","left",1,"left","pie23.png",1,"f0.png","f0.png",73
"506","4",1,"L","T1Trial","Outcome","598.1","left",1,"left","pie13.png",1,"f2.png","f5.png",74
"507","4",1,"L","T1Trial","Outcome","568.3","right",1,"right","pie0.png",0,"f0.png","f7.png",75
"508","4",1,"L","T1Trial","Outcome","560.3","left",1,"left","pie0.png",0,"f0.png","f7.png",76
"509","4",1,"L","T1Trial","Outcome","572.4","right",1,"right","pie23.png",1,"f0.png","f0.png",77
"510","4",1,"L","T1Trial","Outcome","641.3","left",1,"left","pie13.png",0,"f2.png","f6.png",78
"511","4",1,"L","T1Trial","Outcome","594.4","right",1,"right","pie13.png",0,"f2.png","f6.png",79
"512","4",1,"L","T1Trial","Outcome","599.7","left",1,"left","pie23.png",0,"f0.png","f0.png",80
"513","4",1,"L","T1Trial","Outcome","645.4","right",1,"right","pie23.png",1,"f0.png","f0.png",81
"514","4",1,"L","T1Trial","Outcome","619.9","right",1,"right","pie13.png",0,"f2.png","f6.png",82
"515","4",1,"L","T1Trial","Outcome","613.5","left",1,"left","pie13.png",0,"f2.png","f6.png",83
"516","4",1,"L","T1Trial","Outcome","792.3","left",1,"left","pie23.png",0,"f0.png","f0.png",84
"517","4",1,"L","T1Trial","Outcome","553.1","right",1,"right","pie23.png",0,"f0.png","f0.png",85
"518","4",1,"L","T1Trial","Outcome","658.3","left",1,"left","pie13.png",0,"f2.png","f6.png",86
"519","4",1,"L","T1Trial","Outcome","611.4","left",1,"left","pie13.png",1,"f2.png","f5.png",87
"520","4",1,"L","T1Trial","Outcome","545.5","left",1,"left","pie0.png",0,"f0.png","f7.png",88
"521","4",1,"L","T1Trial","Outcome","517.4","left",1,"left","pie0.png",0,"f0.png","f7.png",89
"522","4",1,"L","T1Trial","Outcome","585.4","left",1,"left","pie23.png",1,"f0.png","f0.png",90
"523","4",1,"L","T1Trial","Outcome","555.6","left",1,"left","pie13.png",0,"f2.png","f6.png",91
"524","4",1,"L","T1Trial","Outcome","530","left",1,"left","pie13.png",0,"f2.png","f6.png",92
"525","4",1,"L","T1Trial","Outcome","508.7","right",1,"right","pie0.png",0,"f0.png","f7.png",93
